Título,Localización,Fecha,Salario,Formación,Salario_limpio,Salario_min,Salario_max,SalarioPromedio,España,CCAA
"Jardineros, en general",Huelva - Andalucia - España,02/04/2025,Sin especificar,"Bachillerato, fp básica y fp de grado…",,NA,NA,NA,SI,NA
Personal docente agau0005 manipulación y aplicación de productos fitosanitarios. nivel básico…,Illes Balears - Baleares - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Baleares
Enfermeros de cuidados generales,Cordoba - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Operario-a de taller de mármol,Murcia - España,02/04/2025,Sin especificar,Educación primaria,,NA,NA,NA,SI,Murcia
"Electricistas de mantenimiento y reparación, en general",Malaga - Andalucia - España,02/04/2025,Sin especificar,"Bachillerato, fp básica y fp de grado…",,NA,NA,NA,SI,NA
Educadores sociales,Granada - Andalucia - España,02/04/2025,Sin especificar,Grados universitarios de más de 240…,,NA,NA,NA,SI,NA
Dependiente-a,Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Oferta 08-2025-5625,Soria - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Camarero-a de pisos (ref.04 2025 001864).,Illes Balears - Baleares - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Baleares
Work-location,Tarragona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluña
"Docente de especialidades formativas de ""edificación y obra civil""",Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia
"Mecánicos reparadores de maquinaria industrial, en general",A Coruña - Galicia - España,02/04/2025,Sin especificar,Grados universitarios de 240 créditos…,,NA,NA,NA,SI,Galicia
Work-location,Tarragona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluña
Profesores de educación de adultos,Malaga - Andalucia - España,02/04/2025,Sin especificar,Grados universitarios de 240 créditos…,,NA,NA,NA,SI,NA
Work-location,Tarragona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluña
Operario-a maquina de inyeccion,Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Fp de grado superior y equivalentes…,,NA,NA,NA,SI,NA
Asistentes domiciliarios-as,Pontevedra - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia
Fundidor-a a coquilla por gravedad (cid) cuarte de huerva,Zaragoza - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Consultoria regeneración urbana y territorial,Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Grados universitarios de más de 240…,,NA,NA,NA,SI,NA
Ingeniero-a industrial (ref.04 2025 001575),Illes Balears - Baleares - España,02/04/2025,Sin especificar,Doctorado o equivalente,,NA,NA,NA,SI,Baleares
Albañil. oficial 1ª,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia
2 puestos mozo-a de almacén (ref.: 1489),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias
Ayudante camarero-a (ref.1796),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias
Mecanico-a de maquinaria pesada (ref.1845),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias
Auxiliar de enfermeria en geriatria,La Rioja - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,La Rioja
Peón-a de la construcción (ref. 1846),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias
Instalador-a telecomunicaciones,Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Técnico-a orientador-a y de prospección e intermediación laboral (cantabria),Cantabria - España,02/04/2025,21.000 - 23.999 Primera etapa de educación secundaria…,NA,21000-23999,21000,23999,22,SI,Cantabria
Camarero-a para restaurante (oferta.:1902),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias
Maquinista excavadora,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia
Técnico-a dinamizador-a de formación y recepción y atención al cliente,Cantabria - España,02/04/2025,21.000 - 23.999 Primera etapa de educación secundaria…,NA,21000-23999,21000,23999,22,SI,Cantabria
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluña
Albañil oficial de 1ª (ref. 1837),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias
Oferta privada: masajista con terapia tailandesa tok-sen y feet and fire,Cadiz - Andalucia - España,02/04/2025,1.325,Enseñanzas universitarias de grado,1325,1325,NA,16,SI,NA
"Delineante, en general",Cordoba - Andalucia - España,02/04/2025,1.200,Otros tipos de formación,1200,1200,NA,14,SI,NA
Ayudante de camarero-a (ref.: 1810),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias
Auxiliar de cocina (ref. 1818),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias
Oferta publica: pediatra atención primaria,Granada - Andalucia - España,02/04/2025,3.600,Enseñanzas universitarias de primer…,3600,3600,NA,43,SI,NA
Conductor-a de camiones,Cordoba - Andalucia - España,02/04/2025,1.500,Otros tipos de formación,1500,1500,NA,18,SI,NA
Limpiador-a,Almeria - Andalucia - España,02/04/2025,1.300,Otros tipos de formación,1300,1300,NA,16,SI,NA
"Oferta pública: sustitucion docente programa empleo y formación ""gestion ariscal ii"", certificado…",Sevilla - Andalucia - España,02/04/2025,2.599,Enseñanzas universitarias de primer…,2599,2599,NA,31,SI,NA
Oferta pública: personal apoyo administrativo,Sevilla - Andalucia - España,02/04/2025,1.750,Enseñanzas de grado superior de…,1750,1750,NA,21,SI,NA
Fea urgencias,Almeria - Andalucia - España,02/04/2025,4.000,Enseñanzas universitarias oficiales de…,4000,4000,NA,48,SI,NA
Oferta privada. terapeuta ocupacional.,Sevilla - Andalucia - España,02/04/2025,1.077,Enseñanzas universitarias de grado,1077,1077,NA,13,SI,NA
Mecánico de autobombas de hormigón,Malaga - Andalucia - España,02/04/2025,1.560,Otros tipos de formación,1560,1560,NA,19,SI,NA
Ayudante de camarero-a,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia
100 operarios-as de producción para valverde del majano (segovia),Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
"Conserjes, en general",Avila - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Empleados fábrica,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Estabilización de empleo temporal en ayto. de monterrubio de armuña (salamanca),Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Interinidad de ingeniero-a superior en telecomunicaciones en diputación de segovia,Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas de grado superior de…,,NA,NA,NA,SI,NA
Chófer,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
"Cuidadores de personas con discapacidad y-o dependencia, en instituciones",Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
Arquitecto-a técnico para almazán (soria),Soria - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias de primer…,,NA,NA,NA,SI,NA
Operador de grúa móvil autopropulsada y camión grúa para medina de pomar (burgos),Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Oficiales albañilería,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
Bolsa de técnico-a administrativo en diputación de zamora,Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Oficial de mantenimiento polivalente en palencia capital,Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
Operario-a limpieza y accesos piscinas para burgos,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Primera etapa de educación secundaria…,,NA,NA,NA,SI,NA
Bolsa de auxiliar de enfermería en diputación de zamora,Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Personal de limpieza,Soria - Castilla Leon - España,02/04/2025,Sin especificar,Primera etapa de educación secundaria…,,NA,NA,NA,SI,NA
"Cocineros, en general",Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
"Médicos, medicina general",Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
25 personal experto en inteligencia artificial y ciencia de datos para el banco de españa,Sin Especificar,02/04/2025,Sin especificar,Enseñanzas de bachillerato,,NA,NA,NA,NA,NA
"Cocinero-a, ayudante de cocina y camarero-a",Leon - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Agente comercial para burgos,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
10 repartidores-as con carnet b para santovenia de la valdoncina (león),Leon - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Profesores del área de física y química (enseñanza secundaria),Avila - Castilla Leon - España,02/04/2025,Sin especificar,Primera etapa de educación secundaria…,,NA,NA,NA,SI,NA
Personal para servicio de ayuda a domicilio-con discapacidad,Zaragoza - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Formadores de formadores,Leon - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
"Cuidadores de personas con discapacidad y-o dependencia, en instituciones",Leon - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
"Conductores de autobús, en general",Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
"Conductores de autobús, en general",Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Formadores de formación para el empleo,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
"Vendedor en tienda de materiales de construcción, cocina y baño en palencia capital",Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
Técnico-a de hse para león,Leon - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Gerocultor-a para salinas de pisuerga (palencia),Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
2 encargados-as - técnicos-as senior de mantenimiento para roviña (zamora),Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias de 1 er y 2º…,,NA,NA,NA,SI,NA
Auxiliares de enfermería,Leon - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas de grado medio de formación…,,NA,NA,NA,SI,NA
Capataz obras para soria,Soria - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
5 operarios-as de envasado para santibáñez de la peña (palencia),Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Técnico-a de mantenimiento industrial para aldeamayor de san martín (valladolid),Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Enfermero-a - due para ávila,Avila - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Médico-a para la gerencia de servicios sociales en palencia capital,Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
Mantenedores de edificios,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Soldadores de estructuras metálicas pesadas,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Administrativo-a de calidad para valladolid,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Técnico-a superior de prl para arévalo (ávila),Avila - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas para la formación e…,,NA,NA,NA,SI,NA
Responsable y técnicos departamento de contabilidad y fiscal para soria,Soria - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Mecánico-a de coches para ávila,Avila - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
2 conductores-as de camión ruta internacional para ponferrada (león),Leon - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias de 1 er y 2º…,,NA,NA,NA,SI,NA
Oficial electricista de obra para burgos,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Trabajadores sociales,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
"Cocineros, en general",Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Healthcare workers para irlanda 2025 (reclutamiento presencial cpl),Sin Especificar,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,NA,NA
Gerente-a de mantenimiento para salamanca,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Jefe-a de obra civil para salamanca,Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,NA,NA
Administrativo-a para palencia,Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Responsable de mantenimiento para carrascal del río (segovia),Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Ayudante-a de pescadería para palencia,Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Operario-a de limpieza para salamanca,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Primera etapa de educación secundaria…,,NA,NA,NA,SI,NA
2 oficiales-as instaladores-as electricistas para zamora,Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
2 dependientes-as para zamora,Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias de 1 er y 2º…,,NA,NA,NA,SI,NA
Recepcionista para quintanilla de onésimo (valladolid),Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Vendedor-a especializado-a para soria,Soria - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
Personal de tienda para salamanca,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Coordinador-a de proyectos digitales call center para palencia,Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
Jefe-a de cocina para ponferrada (león),Leon - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Repartidor-a de bebidas para ólvega (soria),Soria - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Electromecánico-a industrial para fuentes de valdepero (palencia),Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
Chapista con discapacidad para ávila,Avila - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Mozo-a de almacén - carretillero-a para la cistérniga (valladolid),Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Ayudante de retimbrados para laguna de duero (valladolid),Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
Ingeniero-a de redes y comunicaciones para valladolid,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,,NA,NA,NA,SI,NA
Limpiador-a mantenedor-a para zamora,Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
4 operarios-as de envasado para villamuriel de cerrato (palencia),Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Operario de usos múltiples para bercimuel (segovia),Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
Operarios torno fresador cnc,Huesca - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,NA
