Título,SalarioPromedio,España,CCAA,Mes,Nivel,Modalidad
Mozo-a de almacén (ref. 2245),27,SI,Asturias,abril,Otros,Presencial
Médicos especialistas en medicina familiar y comunitaria,27,SI,Andalucia,abril,Otros,Presencial
Técnicos en telecomunicaciones,16,SI,Canarias,abril,FP/Bachiller,Presencial
Personal de limpieza o limpiadores en general,16,SI,Andalucia,abril,FP/Bachiller,Presencial
Camareros-as de sala o jefes-as de rango.,27,SI,Madrid,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
"Ecónomos, en general",27,SI,Galicia,abril,Otros,Presencial
Operadores de de planta de tratamiento de aguas.,16,SI,Aragon,abril,FP/Bachiller,Presencial
Conductor-a vehiculo ligero (furgoneta),27,SI,Aragon,abril,Otros,Presencial
Conductor-a operador-a camión grúa,27,SI,Castilla la Mancha,abril,Otros,Presencial
Gerocultor-a para residencia de mayores en olmedo (valladolid),27,SI,Castilla Leon,abril,Otros,Presencial
"Empleados administrativos, en general",27,SI,Galicia,abril,Otros,Presencial
Oferta 2404 mecánico industrial-barajas-fuente el saz,19,SI,Madrid,abril,Básico,Presencial
Formadores de formación para el empleo,27,SI,Andalucia,abril,Otros,Presencial
Socorrista,27,SI,Pais Vasco,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Recepcionista imprescindible certificado de discapacidad igual o superior al 33%.,21,SI,Madrid,abril,Universidad,Presencial
"Médicos, medicina general",27,SI,Andalucia,abril,Otros,Presencial
Gradiado-a social,27,SI,Baleares,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Diseñadores gráficos y administradores de redes sociales (oferta cid),27,SI,Aragon,abril,Otros,Presencial
Auxiliar de ayuda a domicilio,27,SI,Pais Vasco,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
"Electricistas de mantenimiento y reparación, en general",16,SI,Andalucia,abril,FP/Bachiller,Presencial
Asistentes domiciliarios,27,SI,Galicia,abril,Otros,Presencial
"Conductores de camión, en general",27,SI,Galicia,abril,Otros,Presencial
Instaladores-as electricista de edificios y viviendas,16,SI,Murcia,abril,FP/Bachiller,Presencial
Personal de limpieza o limpiadores en general,27,SI,Andalucia,abril,Otros,Presencial
Albañil y peón de construcción,27,SI,Aragon,abril,Otros,Presencial
Informardor-a turistico ple ayto tapia de casariego marco de los itinerarios integrales de…,27,SI,Asturias,abril,Otros,Presencial
Albañiles,27,SI,Andalucia,abril,Otros,Presencial
Monitores-as comedores escolares,27,SI,Pais Vasco,abril,Otros,Presencial
Alumno-trabajador talleres+,27,SI,Castilla la Mancha,abril,Otros,Presencial
Técnico-a administrativo-a para asesoría de empresas,27,SI,Murcia,abril,Otros,Presencial
"Farmacéuticos, en general",27,SI,Canarias,abril,Otros,Presencial
Ayudante de cocina,27,SI,Aragon,abril,Otros,Presencial
Auxiliar de jardinería (ref 2246),27,SI,Asturias,abril,Otros,Presencial
Asistentes domiciliarios,27,SI,Galicia,abril,Otros,Presencial
Tapicero-a,27,SI,Pais Vasco,abril,Otros,Presencial
"Empleados administrativos de contabilidad, en general",16,SI,Andalucia,abril,FP/Bachiller,Presencial
Enfermeros de cuidados generales,27,SI,Castilla Leon,abril,Otros,Presencial
"Conductores de furgoneta, hasta 3,5 t.",27,SI,Galicia,abril,Otros,Presencial
Pintor-a industrial (ett),27,SI,Aragon,abril,Otros,Presencial
Operario-a de producción (ref.: 2248),27,SI,Asturias,abril,Otros,Presencial
"Delineantes, en general",16,SI,Andalucia,abril,Universidad,Presencial
"Montadores de carpintería metálica, aluminio y p.v.c",27,SI,Andalucia,abril,Otros,Presencial
Ayudante de cocina,27,SI,Pais Vasco,abril,Otros,Presencial
"Montadores de carpintería metálica, aluminio y p.v.c",27,SI,Andalucia,abril,Otros,Presencial
Terapeuta ocupacional,27,SI,Extremadura,abril,Otros,Presencial
"Oferta 5732 profesor-a de enseñanza secundaria, especialidad laboratorio para el ies politecnico de…",21,SI,Castilla Leon,abril,Universidad,Presencial
Dependienta-e de administración de loterias,27,SI,Murcia,abril,Otros,Presencial
"Dependientes de comercio, en general",27,SI,Galicia,abril,Otros,Presencial
2 operarios de impermeabilizacion edificios,27,SI,Castilla la Mancha,abril,Otros,Presencial
Peón-ona de fábrica de embutidos,27,SI,Baleares,abril,Otros,Presencial
Camarero-a de pisos,27,SI,Extremadura,abril,Otros,Presencial
Arquitectos técnicos,27,SI,Canarias,abril,Otros,Presencial
Conductor-a de camión y mecánico.,27,SI,Murcia,abril,Otros,Presencial
Monitor taller de empleo de dinamización cultural,21,SI,Galicia,abril,Universidad,Presencial
Camarero-a,27,SI,Pais Vasco,abril,Otros,Presencial
Bañistas-socorristas,27,SI,Galicia,abril,Otros,Presencial
Camareros,27,SI,Aragon,abril,Otros,Presencial
"Conductores de camión, en general",27,SI,Andalucia,abril,Otros,Presencial
"Electricistas de mantenimiento y reparación, en general",27,SI,Andalucia,abril,Otros,Presencial
Médicos especialistas en medicina familiar y comunitaria,27,SI,Andalucia,abril,Otros,Presencial
Comercial (ref. 2238),27,SI,Asturias,abril,Otros,Presencial
Chofer camion,27,SI,Castilla la Mancha,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Instalador de tarima y parquet,27,SI,Castilla la Mancha,abril,Otros,Presencial
Cocinero-a para residencia personas mayores(ref. 042025001851),27,SI,Baleares,abril,Otros,Presencial
Fisioterapueta,27,SI,Pais Vasco,abril,Otros,Presencial
Ayudante de cocina (ref. 2239),27,SI,Asturias,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Manicurista,27,SI,Pais Vasco,abril,Otros,Presencial
"Empleados administrativos, en general",27,SI,Andalucia,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Auxiliar de clínica y-o esteticista,27,SI,Castilla Leon,abril,Otros,Presencial
Pinches de cocina,16,SI,Andalucia,abril,FP/Bachiller,Presencial
"Cocineros, en general",27,SI,Andalucia,abril,Otros,Presencial
Camareros de piso (hostelería),27,SI,Andalucia,abril,Otros,Presencial
Camareros en puente la reina de jaca,27,SI,Aragon,abril,Otros,Presencial
"Electricistas de mantenimiento y reparación, en general",27,SI,Andalucia,abril,Otros,Presencial
Injertadores y-o podadores,27,SI,Andalucia,abril,Otros,Presencial
Expendedores de combustible,27,SI,Canarias,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Carpinteros en general,27,SI,Galicia,abril,Otros,Presencial
Expendedores de combustible,19,SI,Canarias,abril,Otros,Presencial
1 camarero-a.,27,SI,Cantabria,abril,Otros,Presencial
Limpiador-a (ref.: 2232),27,SI,Asturias,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Albañiles,27,SI,Galicia,abril,Otros,Presencial
Terapeuta ocupacional (ref.:2241),27,SI,Asturias,abril,Otros,Presencial
Soldador-a (ref 2234),27,SI,Asturias,abril,Otros,Presencial
Gerocultor-a (2240).,27,SI,Asturias,abril,Otros,Presencial
Ayudante de pastelería,27,SI,Aragon,abril,Otros,Presencial
Conductores de camión con remolque y-o de tractocamión,16,SI,Andalucia,abril,FP/Bachiller,Presencial
Médicos especialistas en cirugía torácica,27,SI,Andalucia,abril,Otros,Presencial
Dependiente-a (categoría ayudante) para pequeño supermercado en cala rajada (ref.1858),27,SI,Baleares,abril,Otros,Presencial
"Camareros, en general",27,SI,Galicia,abril,Otros,Presencial
Mecánico-a mantenimiento industrial,27,SI,Aragon,abril,Otros,Presencial
"Técnicos en contabilidad, en general",27,SI,Andalucia,abril,Otros,Presencial
1 auxiliar de peluquería,27,SI,Cantabria,abril,Otros,Presencial
"Electricistas de mantenimiento y reparación, en general",27,SI,Andalucia,abril,Otros,Presencial
Conductores de carretilla elevadora,27,SI,Aragon,abril,Otros,Presencial
Albañil-a oficial-a 1ª-2ª,27,SI,Castilla Leon,abril,Otros,Presencial
Montador-a mecánico (ref: 2229),27,SI,Asturias,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
"Mecánicos reparadores de maquinaria de construcción, movimiento de tierras y-o minería",27,SI,Andalucia,abril,Otros,Presencial
Montador de carpinteria de aluminio (todas las categorías),27,SI,Madrid,abril,Otros,Presencial
Personal de mantenimiento (ref. 2230),27,SI,Asturias,abril,Otros,Presencial
Repartidor-a de panadería (ref.: 2231),27,SI,Asturias,abril,Otros,Presencial
Electricista de mantenimiento y reparación industrial,19,SI,Madrid,abril,Básico,Presencial
Peón-a agrícola (ref. 1843),27,SI,Baleares,abril,Otros,Presencial
Tecnico-a prevención de riesgos laborales,27,SI,Pais Vasco,abril,Otros,Presencial
Asistentes domiciliarios,27,SI,Castilla Leon,abril,Otros,Presencial
"Jardineros, en general",27,SI,Andalucia,abril,Otros,Presencial
Coordinador-a centro cultural (ref.: 2237),27,SI,Asturias,abril,Otros,Presencial
Personal de limpieza o limpiadores en general,19,SI,Andalucia,abril,Básico,Presencial
"Electricistas de mantenimiento y reparación, en general",27,SI,Andalucia,abril,Otros,Presencial
Médicos especialistas en pediatría y sus áreas específicas,27,SI,Andalucia,abril,Otros,Presencial
Gerocultor-a (ref. 2236),27,SI,Asturias,abril,Otros,Presencial
La empresa aralia servicios sociosanitarios necesita cubrir un puesto de auxiliar de ayuda a…,27,SI,Castilla Leon,abril,Otros,Presencial
Técnico-a de mantenimiento,27,SI,Castilla la Mancha,abril,Otros,Presencial
Proyectista nivel frances alto,27,SI,Pais Vasco,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Pastores ovino (cid),27,SI,Aragon,abril,Otros,Presencial
Ayudante de cocina,27,SI,Pais Vasco,abril,Otros,Presencial
Dependiente-a y ayudante-a de almacén,27,SI,Pais Vasco,abril,Otros,Presencial
Higienista bucodental (ref. 2235),27,SI,Asturias,abril,Otros,Presencial
Camareros de barra y-o dependientes de cafetería,17,SI,Canarias,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Diseñador gráfico,27,SI,Castilla la Mancha,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Operadores torneros-fresadores (fabricación),16,SI,Galicia,abril,FP/Bachiller,Presencial
Ayudante de cocina (ref.1846),27,SI,Baleares,abril,Otros,Presencial
Enfermeros de cuidados generales,27,SI,Andalucia,abril,Otros,Presencial
Marmitones,27,SI,Andalucia,abril,Otros,Presencial
Profesor-a de inglés (ref. 2228),27,SI,Asturias,abril,Otros,Presencial
Contables,16,SI,Aragon,abril,FP/Bachiller,Presencial
Soldador-a de estructuras metálicas.,19,SI,Madrid,abril,Básico,Presencial
Médicos especialistas en cirugía ortopédica y traumatología,27,SI,Andalucia,abril,Otros,Presencial
Dependiente-a de tienda de pinturas(ref.2224).,27,SI,Asturias,abril,Otros,Presencial
Delineante industrial (ref 2227),27,SI,Asturias,abril,Otros,Presencial
Auxiliar administrativo-a con certificado de discapacidad igual o superior al 33% (ref.1841),27,SI,Baleares,abril,Otros,Presencial
Dependiente-a de panadería (ref.: 2226),27,SI,Asturias,abril,Otros,Presencial
Agentes comerciales,20,SI,Andalucia,abril,NA,Presencial
Auxiliar administrativo-a,21,SI,Aragon,abril,Universidad,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Tractoriasta para finca agricola,27,SI,Aragon,abril,Otros,Presencial
"Cocineros, en general",27,SI,Galicia,abril,Otros,Presencial
Médicos especialistas en geriatría,27,SI,Galicia,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Técnico-a de mantenimiento preventivo industrial (ref.:2225),27,SI,Asturias,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Reponedor-a,27,SI,Pais Vasco,abril,Otros,Presencial
Mecánico-a industrial,27,SI,Castilla la Mancha,abril,Otros,Presencial
Oficial mantenimiento de edificios (mantenimiento preventivo y correctivo) climatización o…,27,SI,Castilla Leon,abril,Otros,Presencial
Fontaneros,27,SI,Galicia,abril,Otros,Presencial
"Cocineros, en general",27,SI,Galicia,abril,Otros,Presencial
Vigilantes de seguridad,27,SI,Castilla Leon,abril,Otros,Presencial
Agentes comerciales,19,SI,Andalucia,abril,Básico,Presencial
Bañeros (balnearios-saunas-baños turcos),27,SI,Andalucia,abril,Otros,Presencial
Electricista (ref.:2223),27,SI,Asturias,abril,Otros,Presencial
1 camarero-a de piso.,27,SI,Cantabria,abril,Otros,Presencial
Auxiiliar de almacen,27,SI,Murcia,abril,Otros,Presencial
"Camareros, en general",27,SI,Galicia,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Albiñil oficial 1º y ofiial2º,27,SI,Madrid,abril,Otros,Presencial
Agentes comerciales,21,SI,Andalucia,abril,Universidad,Presencial
Work-location,27,SI,Aragon,abril,Otros,Presencial
Operario-a de mantenimiento,27,SI,Murcia,abril,Otros,Presencial
Cocinero-a de comida peruana y pastelería internacional -oferta cid-,27,SI,Aragon,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Fontaneros o calefactores oficiales,27,SI,Aragon,abril,Otros,Presencial
Carpintero-a (ref. 2222),27,SI,Asturias,abril,Otros,Presencial
Oferta empleo 2402-frigorista,19,SI,Madrid,abril,Básico,Presencial
Experto docente curso de actividades aux. de cocina,27,SI,Castilla la Mancha,abril,Otros,Presencial
Administrativo-a (ref. 042025001838),27,SI,Baleares,abril,Otros,Presencial
Ferralista,27,SI,Murcia,abril,Otros,Presencial
Fisioterapeuta,27,SI,Extremadura,abril,Otros,Presencial
Operario-a reparacion y reposicion pavimentos-obra civil,27,SI,Castilla la Mancha,abril,Otros,Presencial
2 pintores-as restauradores-as trabajos verticales (ref: 2221),27,SI,Asturias,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Auxiliar-higienista dental,27,SI,Pais Vasco,abril,Otros,Presencial
Auxiliares de enfermería de geriatría,16,SI,Andalucia,abril,FP/Bachiller,Presencial
"Conductores de furgoneta, hasta 3,5 t.",16,SI,Andalucia,abril,FP/Bachiller,Presencial
Jefe-a y encargado-a de obra,27,SI,Aragon,abril,Otros,Presencial
"Camareros, en general",27,SI,Galicia,abril,Otros,Presencial
Encofradores lleida,27,SI,Cataluna,abril,Otros,Presencial
Limpiador-a,27,SI,Aragon,abril,Otros,Presencial
"Conductores de furgoneta, hasta 3,5 t.",16,SI,Andalucia,abril,FP/Bachiller,Presencial
Conductor-a camión (ref. 042025001839),27,SI,Baleares,abril,Otros,Presencial
1 cocinero-a,27,SI,Cantabria,abril,Otros,Presencial
Formadores de formadores,27,SI,Castilla Leon,abril,Otros,Presencial
Conductores de camión con remolque y-o de tractocamión,27,SI,Castilla Leon,abril,Otros,Presencial
Dependiente-a tienda de pinturas en don benito,27,SI,Extremadura,abril,Otros,Presencial
1 recepcionista-camarero (ref 2218),27,SI,Asturias,abril,Otros,Presencial
"Encargados o capataces agrícolas de huertas, invernaderos, viveros o jardines, en general",21,SI,Canarias,abril,Universidad,Presencial
Farmaceútico-a,21,SI,Pais Vasco,abril,Universidad,Presencial
2 puestos de personal de limpieza con discapacidad (ref 2219),27,SI,Asturias,abril,Otros,Presencial
"Técnicos administrativos, en general",27,SI,Andalucia,abril,Otros,Presencial
Personal técnico de empresa,27,SI,Pais Vasco,abril,Otros,Presencial
Enfermeros de cuidados generales,27,SI,Galicia,abril,Otros,Presencial
Gerocultor-a (ref. 2220),27,SI,Asturias,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
"Cocineros, en general",27,SI,Galicia,abril,Otros,Presencial
"Embaladores-empaquetadores-etiquetadores, a mano",27,SI,Andalucia,abril,Otros,Presencial
Impermeabilizador. categoría profesional oficial-ayudante.titulación: estudios primarios completos.…,27,SI,Madrid,abril,Otros,Presencial
Rebobinador-a de motores electricos,16,SI,Pais Vasco,abril,FP/Bachiller,Presencial
Auxiliares de enfermería,27,SI,Galicia,abril,Otros,Presencial
"Instaladores electricistas, en general",27,SI,Galicia,abril,Otros,Presencial
Conductor de autobús para tranporte escolar en segovia,27,SI,Castilla Leon,abril,Otros,Presencial
Profesores del área de matemáticas (enseñanza secundaria),21,SI,Andalucia,abril,Universidad,Presencial
Enfermeros de cuidados generales,27,SI,Andalucia,abril,Otros,Presencial
Responsable de departamento laboral,27,SI,Murcia,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Formad@ formación no reglada para pueblo nuevo del guadiana .,27,SI,Extremadura,abril,Otros,Presencial
Fontanero-a redes y domicilios,27,SI,Pais Vasco,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Mozos de habitación o valets,27,SI,Canarias,abril,Otros,Presencial
Personal administrativo en almacén trubia,22,SI,Asturias,abril,Sin estudios,Presencial
Técnico-a servicios agrarios (sector público),27,SI,Aragon,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Mecánico del automovil,27,SI,Murcia,abril,Otros,Presencial
"Mecánicos-ajustadores de motores en maquinaria pesada, agrícola y-o industrial autopropulsada",27,SI,Canarias,abril,Otros,Presencial
"Empleados administrativos, en general",16,SI,Andalucia,abril,FP/Bachiller,Presencial
Personal limpieza coruña - arteixo distintas ubicaciones,72,SI,Galicia,abril,NA,Presencial
Agentes de seguros,16,SI,Andalucia,abril,FP/Bachiller,Presencial
Ayudante montador de rótulos,19,SI,Madrid,abril,Básico,Presencial
Camareros,27,SI,Aragon,abril,Otros,Presencial
Agentes comerciales.,27,SI,Madrid,abril,Otros,Presencial
Coordinador-a de programa experiencial,27,SI,Murcia,abril,Otros,Presencial
"Auxiliares de enfermería hospitalaria, en general",27,SI,Galicia,abril,Otros,Presencial
Camarero,27,SI,Pais Vasco,abril,Otros,Presencial
Electrónicos de mantenimiento y reparación de edificios y equipamientos urbanos,27,SI,Canarias,abril,Otros,Presencial
Operarios mantenimiento bizi zaragoza,16,SI,Aragon,abril,FP/Bachiller,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Enfermera-o,35,SI,Pais Vasco,abril,Doctorado,Presencial
Oficial-a 1ª polivalente mantenimiento,16,SI,Madrid,abril,FP/Bachiller,Presencial
Conducción de camión y grua fija,27,SI,Pais Vasco,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Comercial maquinaria agrícola,22,SI,Aragon,abril,Otros,Presencial
"Emplead@ administrativ@ comercial inmobiliario con carnet b,coche propio, informática avanzada y…",27,SI,Extremadura,abril,Otros,Presencial
Monitor taller de empleo de limpieza en edificios y locales,16,SI,Galicia,abril,FP/Bachiller,Presencial
Técnico-a mantenimiento de maquinaria (ref.2254),27,SI,Asturias,abril,Otros,Presencial
Mecánicos de autobuses,27,SI,Aragon,abril,Otros,Presencial
"Fisioterapeutas, en general",27,SI,Andalucia,abril,Otros,Presencial
Formadores de formación para el empleo,27,SI,Canarias,abril,Otros,Presencial
Encargado-a de obra,27,SI,Pais Vasco,abril,Otros,Presencial
Trabajador-a incineradora de animales.,27,SI,Extremadura,abril,Otros,Presencial
Encofradores. oficial de primera,27,SI,Extremadura,abril,Otros,Presencial
Soldador-a carpinteria metalica,27,SI,Pais Vasco,abril,Otros,Presencial
Dependientes de floristería,19,SI,Canarias,abril,Básico,Presencial
Dependientes de carnicería y-o charcutería,19,SI,Canarias,abril,Básico,Presencial
"Lavacoches, a mano",27,SI,Galicia,abril,Otros,Presencial
Auxiliar administrativo-a,27,SI,Murcia,abril,Otros,Presencial
Limpiador-a industrial,27,SI,Pais Vasco,abril,Otros,Presencial
Electromecanico-a de mantenimiento (el burgo de ebro),16,SI,Aragon,abril,FP/Bachiller,Presencial
"Cuidadores de personas con discapacidad y-o dependencia, en instituciones",27,SI,Galicia,abril,Otros,Presencial
Podadores y-o motoserristas forestales,27,SI,Galicia,abril,Otros,Presencial
Psicólogos sanitarios generales,27,SI,Andalucia,abril,Otros,Presencial
Trabajador-a social (ref. 04 2025 001868),35,SI,Baleares,abril,Doctorado,Presencial
Fontanero-a - electricista,27,SI,Murcia,abril,Otros,Presencial
"Técnico-a electricista, madrid - primer empleo",21,SI,Madrid,abril,Universidad,Presencial
Terapeutas ocupacionales,27,SI,Andalucia,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Bármanes,27,SI,Canarias,abril,Otros,Presencial
Auxiliar administrativo para el departamento de logística,27,SI,Aragon,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Logopedas,21,SI,Canarias,abril,Universidad,Presencial
"Conductores-repartidores en motocicleta, ciclomotor y-o motocarro, excepto mensajería",27,SI,Andalucia,abril,Otros,Presencial
Limpiador-a,27,SI,Pais Vasco,abril,Otros,Presencial
Limpiador-a,27,SI,Pais Vasco,abril,Otros,Presencial
Personal de conducción de tranvía,16,SI,Aragon,abril,FP/Bachiller,Presencial
Técnico-a servicios agrarios sector frutas y hortalizas- alcañiz (sector público),27,SI,Aragon,abril,Otros,Presencial
"Encargados de obra de edificación, en general",27,SI,Galicia,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Peón de lavandería industrial,19,SI,Madrid,abril,Básico,Presencial
Barrenderos,19,SI,Aragon,abril,Básico,Presencial
"Operadores de máquinas industriales de coser y bordar, en general",27,SI,Andalucia,abril,Otros,Presencial
Comercial de venta de lubricantes marinos,27,SI,Extremadura,abril,Otros,Presencial
Trabajadores sociales,21,SI,Castilla Leon,abril,Universidad,Presencial
Conductor-a de furgoneta,27,SI,Aragon,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Diseñador-a gráfico-a,27,SI,Pais Vasco,abril,Otros,Presencial
Fontaneros,27,SI,Galicia,abril,Otros,Presencial
Cristaleros de edificios,27,SI,Galicia,abril,Otros,Presencial
Cocinero-a,27,SI,Murcia,abril,Otros,Presencial
Enfermero-a,27,SI,Pais Vasco,abril,Otros,Presencial
Monitor taller de empelo de revestimientos en construcción,16,SI,Galicia,abril,FP/Bachiller,Presencial
"Docente de especialidades formativas de ""agraria"".",27,SI,Murcia,abril,Otros,Presencial
Auxiliar administrativo-a con experiencia,21,SI,Pais Vasco,abril,Universidad,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Agente comercial técnico empresa de mantenimiento y reparación industrial de humanes de madrid,23,SI,Madrid,abril,Otros,Presencial
"Mecánicos-ajustadores del automóvil, en general (turismos y furgonetas)",27,SI,Galicia,abril,Otros,Presencial
1 cocinero-a.,27,SI,Cantabria,abril,Otros,Presencial
Agentes comerciales,27,SI,Galicia,abril,Otros,Presencial
Cuidador-a,27,SI,Castilla Leon,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Dependiente de tienda,27,SI,Pais Vasco,abril,Otros,Presencial
Camarero-a,27,SI,Murcia,abril,Otros,Presencial
Cocinero-a cocina oriental (ref. 04 2025 001865),27,SI,Baleares,abril,Otros,Presencial
Asistentes domiciliarios,27,SI,Galicia,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Personal de limpieza o limpiadores en general,27,SI,Castilla Leon,abril,Otros,Presencial
Oferta 08-2025-6019,27,SI,Castilla Leon,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Personal de limpieza o limpiadores en general,27,SI,Galicia,abril,Otros,Presencial
Mecánico maquinária agrícola. oficial 3ª.,27,SI,Castilla la Mancha,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
1 gerente de sanitarios portatiles,27,SI,Cantabria,abril,Otros,Presencial
Mecánico maquinaría agrícola. oficial 1ª.,27,SI,Castilla la Mancha,abril,Otros,Presencial
Personal de limpieza,27,SI,Aragon,abril,Otros,Presencial
Conductor-a de camión con grua (ref. 2247),27,SI,Asturias,abril,Otros,Presencial
1 motosierrista (ref. 2249),27,SI,Asturias,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Operadores de máquina envasadora de bebidas,16,SI,Andalucia,abril,FP/Bachiller,Presencial
Personal de limpieza o limpiadores en general,27,SI,Andalucia,abril,Otros,Presencial
"Conductores de furgoneta, hasta 3,5 t.",27,SI,Galicia,abril,Otros,Presencial
Albañiles oficiales 1ª,27,SI,Aragon,abril,Otros,Presencial
"Gerocultor-a, ref. 042025001860",27,SI,Baleares,abril,Otros,Presencial
Peones agricolas (con discapacidad),27,SI,Aragon,abril,Otros,Presencial
Personal de limpieza con discapacidad,27,SI,Pais Vasco,abril,Otros,Presencial
Peón de agricultura (ref.2252),27,SI,Asturias,abril,Otros,Presencial
Panadero - confitero-a (ref : 2251 ),27,SI,Asturias,abril,Otros,Presencial
Mantenedor de piscina,27,SI,Aragon,abril,Otros,Presencial
Terapeuta ocupacional,21,SI,Aragon,abril,Universidad,Presencial
Auxiliar de clínica .,27,SI,Extremadura,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Operadores de planta de tratamiento de residuos sólidos urbanos,16,SI,Canarias,abril,FP/Bachiller,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Consultores de formación,27,SI,Madrid,abril,Otros,Presencial
Oficial 1ª electricista-pedrola.,16,SI,Aragon,abril,FP/Bachiller,Presencial
Maquinista agrícola con experiencia en conducción de maquinas agrícolas mixtas y miniexcavadoras,27,SI,Extremadura,abril,Otros,Presencial
Médicos especialistas en psiquiatría,27,SI,Andalucia,abril,Otros,Presencial
"Jardineros, en general",16,SI,Andalucia,abril,FP/Bachiller,Presencial
Personal docente agau0005 manipulación y aplicación de productos fitosanitarios. nivel básico…,27,SI,Baleares,abril,Otros,Presencial
Enfermeros de cuidados generales,27,SI,Andalucia,abril,Otros,Presencial
Operario-a de taller de mármol,19,SI,Murcia,abril,Básico,Presencial
"Electricistas de mantenimiento y reparación, en general",16,SI,Andalucia,abril,FP/Bachiller,Presencial
Educadores sociales,21,SI,Andalucia,abril,Universidad,Presencial
Dependiente-a,27,SI,Pais Vasco,abril,Otros,Presencial
Oferta 08-2025-5625,27,SI,Castilla Leon,abril,Otros,Presencial
Camarero-a de pisos (ref.04 2025 001864).,27,SI,Baleares,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
"Docente de especialidades formativas de ""edificación y obra civil""",27,SI,Murcia,abril,Otros,Presencial
"Mecánicos reparadores de maquinaria industrial, en general",21,SI,Galicia,abril,Universidad,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Profesores de educación de adultos,21,SI,Andalucia,abril,Universidad,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Operario-a maquina de inyeccion,16,SI,Pais Vasco,abril,FP/Bachiller,Presencial
Asistentes domiciliarios-as,27,SI,Galicia,abril,Otros,Presencial
